nome,genero,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,data_nascimento,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto_par,quant_viagem
 CHARLES FERNANDES SILVEIRA SANTANA,M,90,1,1,35,6,0, 15/03/1965,323383.76,24256.26,47976.68,50658.86,46560.45,48292.35,27745.84,27027.0,19586.71,19284.11,10381.44,1614.06,0,1112836.72,111439.65,111389.19,111507.9,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,,,33763.0,0
 FRANCISCO JOSÉ D'ANGELO PINTO,M,83,6,3,31,34,2, 11/02/1953,284234.89,31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.4,17903.83,6817.68,550.0,0,1113229.62,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,,,33763.0,0
 CHARLLES THOMACELLI EVANGELISTA,M,88,0,4,27,4,5, 27/12/1984,272031.91,22449.08,36430.49,47122.47,36668.39,49948.09,24701.1,21331.84,25587.97,1432.93,6359.55,0.0,0,1059386.34,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,,,33763.0,0
 CHRISTINO AUREO DA SILVA,M,87,0,5,22,7,7, 26/04/1962,364350.26,35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18368.8,40258.88,613.83,0,1111010.04,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.5,111568.51,,,33763.0,0
 CLEBER VERDE CORDEIRO MENDES,M,91,0,1,15,19,0, 10/05/1972,300663.96,14582.42,18944.35,47074.36,45118.81,99276.9,13222.16,16834.74,8782.05,4751.79,32076.38,0.0,0,1091392.63,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,,,33763.0,0
 JOÃO FRANCISCO INÁCIO BRAZÃO,M,84,8,0,50,4,0, 22/02/1962,291545.15,5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18890.85,36021.25,0.0,0,1114045.59,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,,,33763.0,0
 CLÁUDIO CAJADO SAMPAIO,M,81,1,10,24,1,2, 01/12/1963,319967.5,25338.77,40167.84,53444.52,42649.6,27640.24,33006.34,28893.21,31157.71,9849.66,27619.61,200.0,0,1102608.0,111538.31,107663.1,107365.01,108851.14,111611.11,111611.11,111611.11,111611.11,111611.11,109134.89,,,33763.0,
 LUIS ANTONIO FRANCISCATTO COVATTI,M,89,3,0,33,12,1, 25/07/1987,354596.62,39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.0,17873.82,699.78,0,1087781.16,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,,,33763.0,0
 DAGOBERTO NOGUEIRA FILHO,M,80,0,12,4,0,0, 21/07/1955,392765.26,33968.57,43913.03,47315.35,46082.3,39158.72,43879.61,41129.03,39057.91,33635.67,24585.9,39.17,0,1111346.73,111166.05,111277.6,111277.6,111277.6,111277.6,111277.6,110863.55,110859.05,110859.05,111211.03,,,33763.0,0
 CRISTIANO DUTRA VALE,M,80,0,12,25,3,5, 10/04/1970,339850.13,20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,18563.85,455.26,0,1053658.38,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.0,107755.43,110676.12,,,33763.0,0
 DAMIÃO FELICIANO DA SILVA,M,81,1,10,29,24,7, 28/04/1952,299356.24,33696.89,30513.3,45137.92,53251.62,39985.25,21830.0,19723.61,12971.79,10939.09,30722.02,584.75,0,1061513.65,111054.03,106603.56,94753.6,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,,,33763.0,0
 JOSIAS MARIO DA VITORIA,M,89,3,0,0,0,0, 02/06/1971,344528.51,39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,23415.71,10098.49,2326.2,0,1103849.8,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,,,33763.0,0
 LUIZ ARMANDO SCHROEDER REIS,M,84,4,4,40,1,0, 23/06/1957,243119.72,12148.5,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,1879.58,0,1092037.31,101236.1,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,,,33763.0,0
 JOÃO CHRISÓSTOMO DE MOURA,M,89,3,0,68,35,0, 23/06/1959,368241.44,43569.56,50409.86,41654.5,41798.47,49488.53,35493.95,36213.06,25552.93,16022.94,27543.32,494.32,0,1064563.22,107323.44,106208.72,102467.86,107196.5,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,,,33763.0,0
 MARCIO TADEU ANHAIA DE LEMOS,M,88,4,0,61,14,0, 30/09/1965,332916.64,37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,28430.4,19445.95,0,1088567.27,111127.47,109317.63,107351.0,101360.55,110345.01,108448.48,106340.0,111358.01,111459.56,111459.56,,,33763.0,0
 JOÃO ANTONIO HOLANDA CALDAS,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 AGRIPINO RODRIGUES GOMES MAGALHÃES,M,31,0,0,4,0,0,,162843.04,48546.6,35623.08,54513.11,24160.25,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 LEONARDO RIBEIRO ALBUQUERQUE,M,91,1,0,27,2,1, 14/06/1978,319714.69,42371.4,36053.31,44978.86,51992.4,41703.89,36956.95,29525.44,11128.25,9478.35,15240.77,285.07,0,1047250.04,99981.22,100959.57,99231.78,108961.58,104982.41,110759.92,111287.34,105356.57,102212.41,103517.24,,,33763.0,0
 LUIZ ALBERTO OVANDO,M,86,1,5,70,12,0, 25/09/1949,353911.42,40038.05,41231.34,52947.39,46480.82,47335.38,30870.88,29474.27,27038.62,21752.29,13797.33,2945.05,0,973451.59,96640.72,96640.72,97315.81,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,97550.62,,,33763.0,0
 SINVAL MALHEIROS PINTO JÚNIOR,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 FREDERICO DE CASTRO ESCALEIRA,M,83,9,0,24,57,0, 24/03/1977,310970.98,31170.62,36914.75,42269.93,38087.59,42514.0,33769.22,28862.16,24728.5,11486.99,20931.45,235.77,0,1106826.4,111212.41,111201.53,110944.53,108641.77,111313.96,110772.89,111313.96,110891.9,111313.96,109219.49,,,33763.0,0
 JAZIEL PEREIRA DE SOUSA,M,69,20,3,12,26,1, 03/05/1961,332318.98,53231.07,44873.85,55545.89,35428.27,35377.77,36517.71,20837.34,20773.89,21505.53,8227.66,0.0,0,1115897.66,111279.95,111565.34,111653.51,111653.51,111653.51,111477.8,111653.51,111653.51,111653.51,111653.51,,,33763.0,0
 ZACARIAS CALIL HAMU,M,82,0,10,85,27,8, 05/11/1953,227743.53,25614.66,32870.88,33504.56,32975.66,32600.29,18394.14,17770.75,7364.25,5479.94,20331.91,836.49,0,806210.41,83672.5,77891.18,81413.26,83956.98,83956.98,83754.79,77891.18,77891.18,77891.18,77891.18,,,33763.0,0
 EDILAZIO GOMES DA SILVA JUNIOR,M,87,0,5,12,0,1, 04/05/1981,274890.22,29645.7,67991.37,21709.65,54054.0,19692.5,28378.82,18023.27,5308.77,14235.23,15850.91,0.0,0,1113908.02,111402.54,111185.22,111659.65,111166.3,111659.65,111659.65,111659.65,110963.46,111241.12,111310.78,,,33763.0,0
 EDUARDO NANTES BOLSONARO,M,76,2,14,27,12,6, 10/07/1984,290688.8,19129.11,45801.56,20862.74,34033.24,20812.35,36151.56,54678.4,29120.22,20452.3,9195.67,451.65,0,1098174.63,111598.86,111533.88,111447.23,111308.14,109360.58,109301.13,107577.22,107577.22,108466.86,110003.51,,,33763.0,
 EDUARDO SALIM BRAIDE,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 ÉDIO VIEIRA LOPES,M,71,16,5,18,5,2, 04/01/1952,352768.46,42432.81,39836.4,47117.63,54268.93,97784.62,14519.68,22739.81,16900.14,1349.74,15390.97,427.73,0,1109839.83,110495.02,110495.02,111469.88,111408.97,111368.53,111370.96,111441.31,111441.31,111441.31,108907.52,,,33763.0,0
 EDMILSON BRITO RODRIGUES,M,0,0,0,0,0,0,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0,0
 EDUARDO LUIZ BARROS BARBOSA,M,92,0,0,91,17,0, 25/08/1958,247845.06,22913.32,25992.8,30951.65,37263.0,34686.06,29255.32,23832.28,9244.83,5608.98,27466.51,630.31,0,1114565.19,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111453.35,111485.04,,,33763.0,0
 EDUARDO HENRIQUE MAIA BISMARCK,M,81,0,11,72,9,7, 14/11/1981,387671.83,42771.78,48433.07,53046.89,40615.87,53171.37,35061.57,49986.03,24512.53,5591.91,32141.23,2339.58,0,1081811.75,108439.6,100116.32,102925.37,105453.61,109885.0,110998.37,110998.37,110998.37,110998.37,110998.37,,,33763.0,
 JOSE EDUARDO PEREIRA DA COSTA,M,83,0,9,10,9,6, 16/02/1968,333478.23,37602.77,29483.97,45130.56,42628.52,64988.16,22063.45,21894.85,13694.3,16136.05,37509.9,2345.7,0,1112028.74,111313.96,111313.96,111421.78,111429.22,111429.22,111429.22,111429.22,110376.5,111374.63,110511.03,,,33763.0,0
 EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,84,5,3,2,40,1, 17/10/1972,329401.1,34083.35,42566.48,45258.71,48013.04,46806.07,25355.86,21639.01,25533.18,16566.48,23578.92,0.0,0,1055312.52,110448.12,108787.76,97120.73,102047.21,105204.32,111471.69,102622.24,103739.73,108433.33,105437.39,,,33763.0,0
 EDUARDO PEDROSA CURY,M,88,1,3,73,3,1, 19/09/1963,331285.52,44245.79,43411.0,38868.35,28628.41,38316.02,37405.99,32488.4,25399.98,15738.89,25605.38,1177.31,0,989725.85,101582.78,92109.71,91148.77,97477.96,98965.06,103240.48,98460.6,98460.6,98460.6,109819.29,,,33763.0,
 ELEUSES VIEIRA DE PAIVA,M,44,2,0,29,9,0,,98399.26,3388.53,34380.85,23473.87,22274.38,14881.63,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33763.0,0
 ELMAR JOSE VIEIRA NASCIMENTO,M,68,0,24,1,0,0, 06/07/1970,401079.82,11585.43,41325.81,49088.47,60314.77,42793.2,47062.33,37636.26,47299.08,35534.24,28440.23,0.0,0,1088843.14,111611.09,111611.09,111611.09,111095.09,111611.09,110283.89,98339.09,103946.26,108324.61,110409.84,,,33763.0,
 ELI DIAS BORGES,M,81,11,0,6,11,0, 01/09/1960,389429.95,31188.98,46066.46,51592.15,46239.19,48724.2,43313.71,41770.08,35826.39,32575.57,10263.37,1869.85,0,1104364.78,111130.49,111392.69,111205.19,108796.48,110064.23,111248.28,109041.83,110416.27,110246.84,110822.48,,,33763.0,0
 ADRIANO ELI CORRÊA,M,82,10,0,42,27,0, 13/01/1976,265305.28,22593.3,23225.37,28285.66,57687.8,56126.53,30297.57,22196.45,6522.28,421.69,17948.63,0.0,0,1048068.72,105205.6,105205.6,105205.6,105205.6,101881.14,104761.01,106115.52,106115.52,106115.52,102257.61,,,33763.0,0
 ELIAS VAZ DE ANDRADE,M,82,1,9,81,14,5, 04/07/1966,167084.01,15838.58,26200.21,25592.46,27999.68,27596.14,12853.99,11787.89,3017.22,323.45,15362.24,512.15,0,1074212.44,105866.83,105866.83,104555.04,105866.83,106630.73,108826.95,108826.95,108826.95,108826.95,110118.38,,,33763.0,0
 EFRAIM DE ARAÚJO MORAIS FILHO,M,73,10,9,6,14,5, 18/03/1979,265206.49,31920.25,54289.28,52463.46,51650.4,42763.1,7412.58,9627.39,8755.96,1.36,5893.42,429.29,0,1115589.62,111148.6,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111575.98,111544.43,,,33763.0,0
